event_id,customer_id,date,event_type
3160,787,2024-12-09,visita
3161,219,2024-06-30,visita
3162,162,2024-11-06,visita
3163,314,2024-12-30,visita
3164,316,2024-07-08,click
3165,446,2024-03-18,visita
3166,619,2025-04-02,visita
3167,760,2024-06-06,visita
3168,276,2024-08-16,click
3169,76,2025-04-16,visita
3170,310,2025-04-12,checkout
3171,404,2024-01-20,carrito
3172,500,2025-05-31,visita
3173,731,2025-04-03,click
3174,61,2024-02-08,click
3175,207,2025-03-06,checkout
3176,110,2024-09-30,visita
3177,474,2025-04-05,visita
3178,336,2025-04-14,visita
3179,498,2024-11-30,visita
3180,576,2025-07-09,checkout
3181,590,2025-04-20,visita
3182,57,2024-01-04,visita
3183,426,2024-12-11,visita
3184,9,2025-06-28,click
3185,12,2024-11-22,visita
3186,573,2024-03-25,carrito
3187,159,2024-06-16,visita
3188,785,2024-07-07,click
3189,536,2025-06-26,visita
3190,339,2024-02-09,carrito
3191,715,2025-08-05,visita
3192,31,2024-12-15,visita
3193,429,2025-07-04,visita
3194,659,2025-08-11,visita
3195,14,2024-10-23,visita
3196,746,2024-08-24,click
3197,229,2024-02-25,click
3198,500,2024-12-06,visita
3199,336,2024-04-14,visita
3200,46,2025-07-01,visita
3201,237,2024-08-27,click
3202,602,2025-05-30,carrito
3203,339,2024-05-22,carrito
3204,388,2024-09-03,soporte
3205,337,2024-03-26,click
3206,705,2024-06-07,visita
3207,602,2024-10-14,click
3208,333,2024-08-03,visita
3209,403,2024-05-09,visita
3210,4,2024-01-13,visita
3211,126,2024-07-06,visita
3212,308,2025-04-06,visita
3213,88,2024-06-04,visita
3214,463,2025-01-27,click
3215,148,2024-06-17,checkout
3216,297,2024-03-26,click
3217,314,2025-07-30,visita
3218,40,2025-08-27,visita
3219,380,2024-01-22,checkout
3220,137,2024-10-04,carrito
3221,590,2024-05-31,click
3222,379,2024-08-16,visita
3223,96,2025-07-30,visita
3224,579,2024-05-22,visita
3225,199,2024-03-31,click
3226,432,2024-10-12,carrito
3227,506,2024-02-02,visita
3228,208,2025-03-04,carrito
3229,700,2024-09-15,carrito
3230,557,2024-08-21,carrito
3231,90,2025-04-13,visita
3232,295,2025-08-01,carrito
3233,748,2024-01-07,visita
3234,65,2024-09-21,visita
3235,22,2025-02-18,click
3236,405,2024-05-18,carrito
3237,158,2025-02-25,visita
3238,465,2025-03-27,visita
3239,635,2025-09-07,carrito
3240,53,2024-03-28,checkout
3241,564,2024-11-02,click
3242,663,2024-02-19,visita
3243,393,2024-01-20,visita
3244,616,2024-01-12,carrito
3245,233,2025-07-12,visita
3246,598,2025-03-21,visita
3247,378,2024-09-18,carrito
3248,673,2025-04-10,visita
3249,366,2024-01-13,click
3250,773,2024-01-08,visita
3251,443,2025-01-09,visita
3252,561,2025-01-20,visita
3253,36,2025-03-11,visita
3254,729,2024-06-04,click
3255,64,2024-10-26,visita
3256,113,2024-11-20,checkout
3257,795,2025-04-18,carrito
3258,248,2024-01-30,visita
3259,617,2025-03-09,click
3260,631,2025-05-02,visita
3261,728,2025-01-02,visita
3262,615,2025-03-01,visita
3263,115,2024-02-13,carrito
3264,78,2025-02-09,visita
3265,378,2024-11-27,carrito
3266,761,2024-12-12,checkout
3267,232,2025-02-11,click
3268,505,2024-01-10,carrito
3269,368,2025-09-08,carrito
3270,338,2024-03-02,click
3271,480,2024-01-09,visita
3272,124,2025-06-16,visita
3273,443,2025-08-19,visita
3274,514,2025-04-08,visita
3275,487,2025-08-21,checkout
3276,540,2025-08-18,checkout
3277,66,2024-02-29,click
3278,468,2024-08-21,visita
3279,314,2024-06-22,visita
3280,144,2024-11-22,visita
3281,63,2024-12-04,carrito
3282,632,2025-04-16,visita
3283,30,2024-10-31,click
3284,758,2024-11-23,visita
3285,682,2025-01-29,visita
3286,577,2025-09-07,carrito
3287,229,2025-07-19,checkout
3288,706,2024-05-13,click
3289,386,2025-06-21,visita
3290,352,2024-01-09,visita
3291,382,2024-03-12,visita
3292,48,2024-06-23,visita
3293,561,2024-10-22,click
3294,273,2025-03-19,carrito
3295,676,2024-12-13,click
3296,42,2024-10-30,click
3297,27,2024-01-04,checkout
3298,712,2024-01-05,visita
3299,112,2024-02-26,click
3300,237,2024-07-28,visita
3301,22,2025-07-07,visita
3302,675,2025-03-05,click
3303,228,2025-02-02,carrito
3304,606,2024-12-07,visita
3305,75,2025-07-31,visita
3306,234,2024-07-24,click
3307,648,2025-09-09,click
3308,651,2024-05-07,carrito
3309,758,2024-11-11,click
3310,279,2025-06-02,visita
3311,95,2025-02-24,visita
3312,319,2024-07-28,visita
3313,63,2024-01-20,visita
3314,263,2024-02-29,visita
3315,242,2025-02-12,checkout
3316,188,2024-07-10,click
3317,527,2025-04-19,visita
3318,624,2025-09-12,visita
3319,195,2024-08-14,visita
3320,773,2025-07-29,visita
3321,446,2025-03-12,click
3322,723,2025-04-01,visita
3323,336,2025-04-30,checkout
3324,123,2024-05-27,visita
3325,678,2024-03-08,visita
3326,115,2025-04-14,click
3327,271,2024-08-12,click
3328,495,2025-09-10,carrito
3329,353,2024-02-05,visita
3330,229,2025-03-13,visita
3331,482,2024-06-09,click
3332,107,2025-03-03,click
3333,704,2024-10-22,visita
3334,787,2024-08-31,visita
3335,505,2025-05-23,visita
3336,312,2024-06-24,visita
3337,702,2025-03-23,carrito
3338,130,2025-08-11,click
3339,364,2024-10-14,carrito
3340,378,2024-04-04,visita
3341,259,2024-01-09,visita
3342,347,2024-07-17,visita
3343,127,2024-07-07,visita
3344,70,2024-01-16,visita
3345,302,2025-06-01,visita
3346,9,2024-07-10,checkout
3347,772,2024-05-25,visita
3348,82,2024-08-27,click
3349,130,2024-05-25,carrito
3350,608,2024-10-13,visita
3351,426,2024-11-11,visita
3352,292,2025-04-17,click
3353,696,2024-07-04,visita
3354,310,2024-05-24,visita
3355,753,2025-03-18,visita
3356,15,2025-06-08,click
3357,658,2024-04-20,click
3358,393,2024-10-21,visita
3359,263,2024-07-13,carrito
3360,311,2025-06-29,click
3361,120,2024-08-06,visita
3362,482,2024-02-10,click
3363,722,2025-04-14,click
3364,381,2024-08-26,visita
3365,549,2025-07-02,carrito
3366,730,2025-06-08,carrito
3367,160,2024-12-06,click
3368,212,2025-06-18,click
3369,535,2025-02-10,visita
3370,27,2024-08-02,visita
3371,742,2024-02-04,click
3372,656,2025-02-16,visita
3373,781,2025-01-31,visita
3374,675,2024-09-18,click
3375,563,2025-02-15,visita
3376,491,2025-07-09,visita
3377,188,2025-07-16,visita
3378,121,2024-05-18,click
3379,593,2024-05-26,visita
3380,673,2024-03-19,visita
3381,56,2024-07-01,visita
3382,368,2024-10-27,click
3383,12,2025-05-13,carrito
3384,30,2024-08-05,visita
3385,378,2024-08-04,carrito
3386,439,2025-04-08,click
3387,316,2025-04-03,click
3388,341,2025-08-15,visita
3389,731,2025-09-11,carrito
3390,742,2024-05-13,carrito
3391,487,2025-03-06,visita
3392,81,2025-02-21,click
3393,559,2025-05-04,visita
3394,370,2024-11-18,click
3395,166,2025-03-15,carrito
3396,756,2024-05-07,visita
3397,800,2024-04-17,carrito
3398,398,2025-02-09,visita
3399,560,2024-09-10,visita
3400,656,2024-06-23,visita
3401,701,2025-09-05,visita
3402,82,2025-05-23,carrito
3403,246,2025-06-22,checkout
3404,241,2024-09-28,visita
3405,614,2024-12-17,soporte
3406,734,2024-04-13,visita
3407,156,2024-01-24,visita
3408,484,2025-01-26,visita
3409,684,2024-02-14,carrito
3410,302,2025-05-27,visita
3411,695,2024-09-28,visita
3412,388,2025-04-29,click
3413,355,2024-02-18,visita
3414,59,2025-09-11,visita
3415,395,2025-08-23,visita
3416,339,2025-09-04,soporte
3417,45,2025-01-08,click
3418,101,2024-05-30,click
3419,725,2024-07-16,visita
3420,181,2024-01-14,visita
3421,406,2024-05-27,visita
3422,367,2024-08-29,soporte
3423,606,2025-05-06,visita
3424,416,2025-04-16,click
3425,447,2024-06-16,visita
3426,115,2024-11-24,visita
3427,574,2025-09-13,visita
3428,392,2025-03-01,visita
3429,49,2024-06-09,checkout
3430,32,2025-08-11,visita
3431,484,2025-07-23,visita
3432,9,2024-03-21,visita
3433,127,2025-04-06,checkout
3434,339,2025-03-14,visita
3435,761,2025-05-26,visita
3436,303,2024-12-23,visita
3437,297,2025-06-17,checkout
3438,669,2024-07-02,click
3439,581,2024-09-01,click
3440,623,2024-07-14,click
3441,734,2024-12-20,visita
3442,603,2025-07-17,visita
3443,618,2025-02-26,visita
3444,549,2024-04-03,visita
3445,43,2024-09-08,visita
3446,98,2025-05-03,visita
3447,778,2025-03-29,click
3448,215,2025-06-22,visita
3449,157,2025-02-24,soporte
3450,708,2024-02-21,visita
3451,720,2025-02-15,visita
3452,327,2025-03-18,visita
3453,577,2025-05-26,visita
3454,762,2024-01-27,click
3455,375,2024-05-18,click
3456,537,2025-05-08,click
3457,94,2025-04-01,visita
3458,704,2025-03-25,click
3459,136,2025-06-09,visita
3460,632,2025-05-14,click
3461,384,2024-12-29,visita
3462,502,2024-03-10,visita
3463,297,2024-06-14,visita
3464,693,2025-03-31,click
3465,52,2024-02-14,click
3466,76,2024-05-18,visita
3467,732,2025-02-01,visita
3468,385,2024-03-13,carrito
3469,753,2025-02-07,click
3470,514,2025-05-16,visita
3471,224,2024-10-19,click
3472,411,2024-03-13,click
3473,617,2024-10-03,visita
3474,366,2024-03-03,visita
3475,573,2024-01-19,visita
3476,325,2024-11-26,visita
3477,225,2025-08-19,click
3478,585,2024-04-16,visita
3479,502,2025-03-07,click
3480,543,2024-01-18,visita
3481,189,2024-10-26,visita
3482,428,2024-07-14,carrito
3483,210,2024-07-31,visita
3484,76,2024-01-22,visita
3485,327,2025-04-30,visita
3486,670,2024-05-09,visita
3487,539,2024-07-09,click
3488,120,2025-04-06,visita
3489,226,2024-08-11,visita
3490,205,2024-12-20,click
3491,387,2024-01-08,visita
3492,452,2025-02-23,visita
3493,249,2024-01-15,checkout
3494,407,2025-08-08,click
3495,457,2025-07-23,visita
3496,310,2024-04-28,carrito
3497,595,2025-04-06,click
3498,530,2024-03-06,checkout
3499,797,2024-06-08,visita
3500,165,2025-06-08,click
3501,221,2025-03-11,visita
3502,629,2025-08-15,visita
3503,751,2024-08-15,visita
3504,618,2024-01-13,visita
3505,423,2025-07-30,visita
3506,531,2025-07-30,visita
3507,741,2024-01-23,visita
3508,422,2024-09-28,click
3509,239,2024-07-19,click
3510,351,2024-08-14,soporte
3511,436,2025-04-21,visita
3512,662,2025-02-28,visita
3513,417,2024-10-01,visita
3514,96,2024-04-30,visita
3515,644,2025-06-19,visita
3516,295,2024-01-23,click
3517,472,2024-03-06,click
3518,125,2025-05-15,checkout
3519,445,2024-02-13,click
3520,521,2024-06-14,visita
3521,398,2025-04-22,checkout
3522,390,2025-05-14,visita
3523,634,2024-06-20,click
3524,416,2025-02-27,visita
3525,142,2025-04-15,click
3526,674,2024-06-01,click
3527,175,2024-11-06,visita
3528,323,2025-06-06,click
3529,711,2025-02-24,visita
3530,449,2025-08-09,carrito
3531,204,2024-09-02,visita
3532,406,2024-08-30,visita
3533,268,2024-05-15,visita
3534,262,2025-08-31,visita
3535,574,2024-06-21,carrito
3536,364,2025-05-19,click
3537,48,2025-02-04,visita
3538,40,2025-08-24,click
3539,260,2025-02-05,visita
3540,192,2025-06-30,visita
3541,719,2024-09-30,click
3542,106,2025-01-31,carrito
3543,300,2024-11-26,visita
3544,250,2024-04-25,visita
3545,336,2024-12-04,visita
3546,168,2025-01-09,checkout
3547,6,2025-03-08,visita
3548,541,2025-07-02,carrito
3549,553,2024-07-01,click
3550,435,2024-11-10,visita
3551,377,2024-12-14,click
3552,275,2025-05-26,visita
3553,309,2025-05-22,visita
3554,796,2024-08-25,click
3555,83,2024-08-22,visita
3556,563,2025-07-16,visita
3557,115,2025-04-10,checkout
3558,101,2025-09-11,click
3559,286,2024-06-12,click
3560,308,2024-12-24,carrito
3561,62,2024-01-27,carrito
3562,492,2024-11-26,visita
3563,704,2024-01-19,soporte
3564,256,2025-05-14,visita
3565,581,2024-06-28,visita
3566,599,2024-02-08,click
3567,194,2025-09-11,visita
3568,116,2024-06-03,visita
3569,342,2025-08-08,visita
3570,214,2024-11-25,click
3571,237,2024-11-07,carrito
3572,209,2025-02-26,click
3573,17,2025-04-06,visita
3574,388,2024-07-19,visita
3575,76,2024-01-14,visita
3576,54,2025-03-17,carrito
3577,487,2024-12-13,click
3578,472,2024-04-05,click
3579,236,2024-06-30,click
3580,138,2025-04-04,soporte
3581,155,2025-03-13,visita
3582,636,2024-02-04,carrito
3583,333,2024-02-29,visita
3584,354,2024-09-14,visita
3585,291,2024-01-13,visita
3586,793,2025-09-11,carrito
3587,2,2024-02-19,visita
3588,143,2024-03-12,soporte
3589,112,2024-12-25,visita
3590,235,2025-01-01,visita
3591,560,2024-02-13,checkout
3592,763,2024-02-04,click
3593,144,2024-05-03,click
3594,761,2025-03-09,visita
3595,462,2025-02-17,visita
3596,367,2025-01-12,carrito
3597,625,2024-10-22,checkout
3598,157,2024-12-15,visita
3599,657,2024-08-12,visita
3600,130,2025-04-28,visita
3601,397,2024-03-14,visita
3602,315,2025-08-25,visita
3603,5,2025-08-23,carrito
3604,261,2025-03-21,visita
3605,118,2025-04-14,visita
3606,68,2024-09-24,carrito
3607,714,2024-03-26,click
3608,320,2025-07-16,visita
3609,293,2025-01-21,checkout
3610,549,2025-07-12,click
3611,457,2025-01-05,visita
3612,434,2025-09-03,click
3613,248,2024-12-02,click
3614,103,2024-05-28,carrito
3615,778,2024-12-18,carrito
3616,758,2025-01-22,carrito
3617,797,2024-05-07,carrito
3618,685,2024-09-10,visita
3619,626,2025-03-17,visita
3620,648,2025-05-02,carrito
3621,118,2024-06-10,click
3622,764,2024-02-29,carrito
3623,652,2024-05-28,visita
3624,757,2024-05-31,visita
3625,576,2024-12-09,click
3626,528,2025-01-29,visita
3627,89,2025-04-19,click
3628,225,2024-06-12,checkout
3629,461,2024-04-25,soporte
3630,351,2024-11-17,carrito
3631,218,2025-07-04,click
3632,779,2025-02-20,visita
3633,7,2024-12-19,click
3634,331,2024-01-14,visita
3635,209,2024-01-18,visita
3636,593,2024-09-25,visita
3637,23,2025-08-14,checkout
3638,327,2025-08-03,visita
3639,352,2024-08-18,click
3640,590,2024-11-09,checkout
3641,54,2025-03-13,click
3642,121,2025-07-11,click
3643,745,2025-04-15,visita
3644,454,2025-03-16,visita
3645,196,2024-01-31,visita
3646,433,2024-06-30,visita
3647,233,2024-08-03,visita
3648,541,2024-05-03,carrito
3649,623,2024-07-06,visita
3650,18,2025-07-17,visita
3651,212,2025-07-31,visita
3652,788,2025-02-01,visita
3653,731,2024-04-06,click
3654,638,2025-04-08,click
3655,732,2025-07-12,visita
3656,364,2025-07-29,soporte
3657,155,2024-05-14,click
3658,40,2024-08-16,visita
3659,257,2025-01-31,click
3660,275,2025-08-03,visita
3661,697,2024-06-18,visita
3662,778,2025-08-02,click
3663,231,2025-07-10,carrito
3664,345,2025-07-17,visita
3665,557,2025-07-26,visita
3666,637,2024-09-19,visita
3667,86,2024-10-15,carrito
3668,432,2025-08-24,checkout
3669,759,2024-08-03,click
3670,38,2024-10-05,visita
3671,346,2024-09-12,visita
3672,257,2025-01-04,visita
3673,350,2024-11-22,visita
3674,215,2025-01-31,visita
3675,171,2025-02-20,visita
3676,39,2025-02-08,checkout
3677,414,2025-07-23,carrito
3678,102,2024-02-08,carrito
3679,335,2025-04-27,checkout
3680,337,2024-05-20,click
3681,766,2025-04-17,visita
3682,692,2024-07-19,carrito
3683,767,2025-06-30,visita
3684,17,2025-03-22,visita
3685,433,2024-09-13,visita
3686,682,2025-09-15,visita
3687,701,2025-06-28,visita
3688,124,2024-11-29,checkout
3689,158,2024-04-04,click
3690,83,2025-04-17,visita
3691,417,2025-05-23,visita
3692,281,2024-12-04,click
3693,572,2024-11-06,visita
3694,54,2025-08-28,visita
3695,708,2025-02-05,visita
3696,627,2024-08-25,carrito
3697,300,2025-05-18,carrito
3698,158,2024-08-29,visita
3699,586,2024-07-08,visita
3700,205,2025-06-06,visita
3701,374,2025-07-08,checkout
3702,345,2024-11-04,click
3703,290,2024-02-01,visita
3704,315,2024-07-11,visita
3705,772,2024-12-24,visita
3706,147,2024-01-25,click
3707,719,2025-02-15,carrito
3708,651,2025-08-20,visita
3709,425,2024-07-27,visita
3710,16,2024-01-08,click
3711,538,2025-04-12,click
3712,769,2025-09-13,visita
3713,304,2025-07-27,carrito
3714,583,2025-06-10,click
3715,14,2025-01-23,visita
3716,781,2024-05-10,visita
3717,771,2024-09-28,click
3718,452,2024-01-04,visita
3719,729,2024-08-13,click
3720,203,2025-06-23,visita
3721,56,2025-03-11,click
3722,121,2024-08-10,click
3723,658,2024-10-01,visita
3724,723,2024-11-27,visita
3725,331,2025-09-09,visita
3726,738,2025-07-06,visita
3727,177,2025-04-27,checkout
3728,135,2024-12-08,visita
3729,381,2025-03-13,visita
3730,611,2025-05-12,visita
3731,266,2024-02-29,visita
3732,50,2024-01-03,visita
3733,323,2025-03-13,visita
3734,185,2025-08-30,click
3735,10,2024-01-16,visita
3736,713,2025-01-13,click
3737,201,2025-07-30,visita
3738,574,2025-08-02,click
3739,187,2025-05-25,carrito
3740,711,2025-07-18,visita
3741,131,2025-06-03,visita
3742,542,2024-01-19,visita
3743,767,2025-05-08,click
3744,331,2024-06-23,visita
3745,783,2024-07-14,click
3746,77,2024-03-25,visita
3747,454,2024-06-11,visita
3748,307,2025-07-21,click
3749,172,2024-01-10,visita
3750,328,2025-05-26,click
3751,345,2024-03-24,visita
3752,142,2025-08-08,checkout
3753,239,2024-05-04,visita
3754,90,2024-02-06,click
3755,637,2025-05-01,visita
3756,594,2024-06-10,carrito
3757,476,2025-08-17,click
3758,652,2025-03-27,visita
3759,772,2024-02-13,visita
3760,666,2025-01-25,visita
3761,603,2024-12-05,visita
3762,770,2024-04-18,click
3763,539,2025-08-10,visita
3764,286,2024-02-03,visita
3765,78,2024-10-18,visita
3766,320,2025-03-01,visita
3767,573,2025-06-15,visita
3768,290,2025-07-23,click
3769,657,2025-07-13,visita
3770,445,2025-08-21,visita
3771,627,2025-08-02,click
3772,420,2025-02-08,visita
3773,672,2024-01-01,click
3774,30,2025-07-26,carrito
3775,238,2024-10-17,visita
3776,202,2025-09-15,visita
3777,372,2024-01-06,visita
3778,551,2025-01-31,visita
3779,567,2025-08-28,visita
3780,535,2024-06-02,visita
3781,213,2025-08-15,visita
3782,607,2024-10-28,visita
3783,214,2024-10-28,checkout
3784,81,2024-05-15,visita
3785,427,2024-10-02,visita
3786,575,2024-01-14,visita
3787,719,2025-05-08,visita
3788,402,2025-03-03,visita
3789,365,2025-08-13,visita
3790,66,2025-04-12,visita
3791,651,2025-08-02,visita
3792,743,2024-09-13,visita
3793,640,2024-02-11,visita
3794,322,2024-01-12,visita
3795,209,2024-06-08,visita
3796,571,2025-03-18,click
3797,54,2024-05-10,click
3798,46,2024-01-09,click
3799,194,2024-04-02,visita
3800,677,2024-10-02,visita
3801,543,2025-07-27,visita
3802,299,2024-12-30,click
3803,553,2024-05-29,visita
3804,743,2024-06-08,visita
3805,140,2024-08-10,visita
3806,480,2024-02-27,visita
3807,754,2025-07-31,visita
3808,768,2024-11-28,visita
3809,498,2025-08-21,visita
3810,705,2025-01-30,visita
3811,498,2024-11-07,carrito
3812,158,2025-04-18,visita
3813,649,2024-03-09,visita
3814,86,2025-05-27,visita
3815,793,2025-07-30,carrito
3816,179,2024-03-29,click
3817,632,2024-05-04,visita
3818,786,2025-03-29,click
3819,3,2024-12-14,visita
3820,777,2025-01-20,checkout
3821,778,2024-01-01,visita
3822,309,2024-06-03,carrito
3823,357,2024-11-05,click
3824,105,2024-12-22,visita
3825,752,2025-08-26,visita
3826,528,2024-06-03,carrito
3827,486,2024-12-22,visita
3828,29,2025-02-20,visita
3829,339,2024-05-26,click
3830,593,2025-06-28,click
3831,93,2024-09-21,visita
3832,397,2025-05-29,visita
3833,158,2025-01-30,visita
3834,343,2024-12-07,visita
3835,9,2024-01-08,click
3836,672,2024-01-08,click
3837,737,2025-08-01,click
3838,259,2024-06-21,click
3839,449,2025-07-05,click
3840,122,2025-09-09,click
3841,678,2024-06-02,carrito
3842,400,2025-09-12,visita
3843,136,2025-01-02,click
3844,57,2025-05-04,visita
3845,51,2025-05-23,click
3846,325,2024-03-16,visita
3847,494,2025-08-08,visita
3848,766,2024-10-08,visita
3849,321,2025-08-11,visita
3850,385,2025-06-18,carrito
3851,269,2024-03-11,click
3852,257,2025-01-02,visita
3853,481,2024-02-04,visita
3854,214,2024-04-16,checkout
3855,121,2024-07-13,click
3856,9,2024-08-31,checkout
3857,272,2025-01-21,visita
3858,124,2024-04-05,soporte
3859,624,2025-07-16,carrito
3860,365,2025-07-09,visita
3861,447,2024-01-25,visita
3862,585,2025-07-30,click
3863,620,2025-01-28,checkout
3864,15,2025-08-28,carrito
3865,146,2024-01-25,visita
3866,373,2024-08-20,visita
3867,622,2024-08-24,soporte
3868,610,2025-07-07,click
3869,768,2025-05-06,click
3870,294,2024-03-19,visita
3871,131,2024-06-20,click
3872,407,2024-10-14,visita
3873,799,2024-07-12,visita
3874,515,2025-07-20,checkout
3875,567,2025-08-26,visita
3876,733,2024-07-25,carrito
3877,732,2025-03-12,carrito
3878,143,2025-09-15,click
3879,136,2025-04-24,click
3880,338,2025-07-26,carrito
3881,539,2024-05-29,visita
3882,240,2024-08-07,visita
3883,764,2024-06-11,click
3884,689,2024-09-18,visita
3885,373,2025-07-19,visita
3886,324,2025-01-05,click
3887,221,2025-03-09,visita
3888,200,2025-05-27,carrito
3889,345,2024-09-09,visita
3890,630,2025-08-11,carrito
3891,372,2025-02-23,click
3892,585,2024-08-14,visita
3893,610,2024-01-23,click
3894,693,2024-04-12,visita
3895,621,2024-03-10,carrito
3896,362,2024-12-31,carrito
3897,741,2025-03-22,visita
3898,59,2024-04-11,click
3899,648,2025-08-18,click
3900,593,2025-07-04,visita
3901,626,2025-07-27,visita
3902,398,2025-06-09,visita
3903,94,2025-01-23,visita
3904,633,2025-02-05,checkout
3905,622,2024-05-15,visita
3906,632,2025-04-12,checkout
3907,7,2025-02-05,click
3908,626,2024-06-12,carrito
3909,101,2025-01-17,carrito
3910,6,2025-03-24,visita
3911,261,2024-02-05,click
3912,607,2024-12-17,click
3913,474,2025-03-07,click
3914,732,2024-08-10,checkout
3915,524,2025-02-12,click
3916,375,2025-06-23,visita
3917,790,2025-09-10,checkout
3918,80,2025-07-21,visita
3919,581,2024-09-30,visita
3920,333,2025-02-24,soporte
3921,133,2025-01-17,click
3922,87,2024-06-24,visita
3923,584,2024-01-01,visita
3924,295,2024-08-09,visita
3925,522,2024-10-15,click
3926,28,2025-06-24,visita
3927,704,2025-02-04,carrito
3928,200,2024-04-07,click
3929,464,2024-01-09,visita
3930,704,2025-06-13,visita
3931,160,2024-04-01,visita
3932,559,2025-06-02,visita
3933,404,2024-10-06,carrito
3934,521,2025-05-22,visita
3935,78,2024-04-26,checkout
3936,606,2024-03-21,checkout
3937,471,2025-05-17,visita
3938,609,2025-04-22,carrito
3939,240,2024-04-11,click
3940,169,2025-06-22,checkout
3941,126,2025-03-31,visita
3942,527,2025-05-01,visita
3943,610,2025-07-10,visita
3944,59,2024-09-10,carrito
3945,773,2024-07-22,visita
3946,500,2024-02-09,checkout
3947,56,2025-02-13,visita
3948,482,2024-11-20,visita
3949,389,2025-02-05,carrito
3950,301,2025-06-06,checkout
3951,323,2024-01-09,carrito
3952,766,2025-04-01,carrito
3953,539,2024-12-26,click
3954,582,2025-09-12,visita
3955,223,2025-06-09,click
3956,784,2025-01-17,visita
3957,216,2024-01-26,visita
3958,757,2024-08-29,visita
3959,684,2024-06-14,carrito
3960,144,2024-01-19,visita
3961,698,2025-06-25,visita
3962,432,2024-08-24,click
3963,474,2024-12-30,visita
3964,793,2024-10-13,visita
3965,767,2024-06-23,click
3966,564,2024-01-19,click
3967,174,2025-09-04,visita
3968,777,2024-04-09,carrito
3969,488,2025-06-21,visita
3970,688,2025-05-12,click
3971,130,2025-08-26,visita
3972,553,2024-10-09,click
3973,432,2025-03-13,soporte
3974,678,2024-01-10,visita
3975,300,2025-04-16,visita
3976,635,2024-02-01,visita
3977,520,2024-09-19,visita
3978,52,2024-05-18,visita
3979,584,2025-03-23,visita
3980,721,2025-02-14,click
3981,304,2024-07-26,visita
3982,76,2025-08-31,visita
3983,224,2025-02-16,visita
3984,104,2025-04-14,click
3985,634,2025-01-19,checkout
3986,92,2024-04-01,click
3987,546,2024-03-09,visita
3988,80,2025-06-21,checkout
3989,248,2024-10-14,visita
3990,169,2024-12-13,carrito
3991,362,2024-03-24,carrito
3992,59,2025-01-11,visita
3993,177,2024-06-02,visita
3994,702,2025-03-02,visita
3995,786,2025-02-22,visita
3996,581,2024-03-19,visita
3997,205,2024-07-11,visita
3998,274,2024-02-19,carrito
3999,721,2024-08-07,visita
4000,246,2024-04-08,visita
4001,309,2024-04-25,visita
4002,488,2024-12-07,click
4003,673,2024-01-24,click
4004,573,2025-08-05,click
4005,467,2024-04-09,visita
4006,591,2024-10-02,visita
4007,410,2024-11-07,click
4008,318,2024-03-04,click
4009,321,2025-07-31,click
4010,23,2025-05-24,click
4011,178,2024-07-31,visita
4012,348,2025-02-18,visita
4013,398,2024-03-15,carrito
4014,85,2024-08-20,visita
4015,371,2024-09-02,visita
4016,297,2024-12-01,carrito
4017,714,2025-05-14,carrito
4018,641,2024-09-11,click
4019,527,2025-07-28,visita
4020,670,2024-09-02,click
4021,110,2025-09-10,visita
4022,663,2024-12-09,visita
4023,199,2025-03-29,visita
4024,615,2025-01-12,visita
4025,345,2025-06-28,visita
4026,141,2025-02-21,carrito
4027,32,2025-05-10,visita
4028,457,2024-07-22,click
4029,429,2024-10-06,visita
4030,783,2025-01-18,visita
4031,232,2024-03-04,visita
4032,645,2025-05-16,visita
4033,272,2024-06-05,carrito
4034,28,2025-05-18,click
4035,269,2024-01-05,visita
4036,39,2024-01-26,carrito
4037,60,2024-03-27,visita
4038,743,2024-05-09,visita
4039,658,2024-11-06,click
4040,16,2024-05-30,carrito
4041,146,2025-06-26,click
4042,208,2024-08-10,visita
4043,635,2025-06-09,click
4044,541,2025-09-10,visita
4045,683,2024-12-02,visita
4046,762,2024-03-17,visita
4047,450,2024-09-26,visita
4048,214,2024-09-28,click
4049,124,2025-03-18,click
4050,636,2025-05-15,visita
4051,509,2024-03-29,click
4052,787,2024-04-13,visita
4053,636,2024-03-23,visita
4054,524,2025-04-20,visita
4055,301,2024-04-29,click
4056,613,2025-08-21,visita
4057,166,2024-08-16,visita
4058,547,2024-02-19,visita
4059,530,2025-06-17,visita
4060,658,2024-05-31,click
4061,546,2024-03-04,visita
4062,425,2025-03-03,soporte
4063,647,2024-12-15,visita
4064,476,2024-07-26,visita
4065,488,2024-06-27,visita
4066,194,2024-10-27,visita
4067,444,2024-12-09,click
4068,367,2025-05-31,click
4069,478,2024-04-28,carrito
4070,348,2024-07-31,visita
4071,88,2024-04-09,carrito
4072,751,2025-07-07,visita
4073,770,2024-11-15,visita
4074,342,2024-04-09,visita
4075,396,2024-08-11,visita
4076,292,2024-07-17,visita
4077,22,2025-05-29,visita
4078,8,2025-01-02,visita
4079,186,2025-03-03,carrito
4080,395,2025-02-08,visita
4081,26,2024-09-19,click
4082,121,2025-06-08,visita
4083,763,2024-04-07,visita
4084,132,2025-01-10,soporte
4085,200,2025-09-10,click
4086,680,2024-04-11,carrito
4087,558,2024-12-25,click
4088,294,2024-08-04,visita
4089,385,2025-07-18,visita
4090,262,2025-09-11,click
4091,2,2025-02-01,visita
4092,343,2024-03-05,visita
4093,539,2025-09-08,visita
