survey_id,date,customer_id,location,score,comment,category
422,2024-09-25,496,Guayaquil Centro,8,diagnóstico acertado,Calidad
423,2024-01-31,55,Cuenca,3,poco amables,Trato
424,2024-07-24,425,Guayaquil Centro,8,buena señalización,Instalaciones
425,2025-09-03,785,Guayaquil Centro,8,diagnóstico acertado,Calidad
426,2024-10-05,300,Guayaquil Centro,8,excelente atención,Trato
427,2025-01-06,791,Guayaquil Norte,6,trato correcto,Trato
428,2024-09-06,33,Cuenca,8,trato correcto,Trato
429,2024-08-13,22,Quito Sur,3,fila eterna,Tiempo de espera
430,2024-02-10,25,Quito Norte,9,áreas cómodas,Instalaciones
431,2024-06-13,367,Quito Sur,7,rápidos en atender,Tiempo de espera
432,2024-12-31,584,Quito Norte,9,servicio de alta calidad,Calidad
433,2024-04-04,419,Guayaquil Norte,6,poca comodidad,Instalaciones
434,2024-06-04,160,Cuenca,8,ordenado y pulcro,Limpieza
435,2025-06-27,101,Guayaquil Centro,4,no escuchan,Trato
436,2024-10-10,668,Quito Sur,9,sin demoras,Tiempo de espera
437,2025-02-05,360,Guayaquil Centro,8,sin demoras,Tiempo de espera
438,2024-10-19,577,Guayaquil Norte,3,baños descuidados,Limpieza
439,2024-02-25,597,Quito Norte,5,no respetaron promoción,Precio
440,2025-04-30,135,Quito Sur,6,ok en limpieza,Limpieza
441,2024-07-14,628,Quito Norte,9,personal atento,Trato
442,2024-06-13,519,Guayaquil Centro,9,ordenado y pulcro,Limpieza
443,2025-08-25,411,Manta,4,poco amables,Trato
444,2025-04-05,430,Quito Norte,6,neutral,Trato
445,2024-04-22,470,Quito Norte,8,diagnóstico acertado,Calidad
446,2024-12-07,165,Guayaquil Centro,6,mucha espera,Tiempo de espera
447,2024-07-08,584,Guayaquil Norte,10,instalaciones modernas,Instalaciones
448,2025-09-01,515,Quito Norte,3,sucio,Limpieza
449,2025-01-05,244,Quito Sur,7,sala de espera excelente,Instalaciones
450,2024-08-28,647,Quito Norte,9,instalaciones modernas,Instalaciones
451,2024-09-11,533,Guayaquil Centro,6,estuvo bien,Trato
452,2025-02-13,560,Guayaquil Centro,6,calidad normal,Calidad
453,2024-07-02,791,Quito Sur,8,instalaciones modernas,Instalaciones
454,2025-06-25,176,Cuenca,7,instalaciones modernas,Instalaciones
455,2024-07-05,405,Manta,7,instalaciones modernas,Instalaciones
456,2024-12-13,16,Manta,7,ok,Instalaciones
457,2025-06-27,338,Quito Norte,10,sala de espera excelente,Instalaciones
458,2024-09-21,114,Guayaquil Norte,8,trato amable,Trato
459,2024-06-26,293,Cuenca,2,falta señalización,Instalaciones
460,2024-05-08,762,Quito Sur,9,instalaciones modernas,Instalaciones
461,2024-05-22,633,Quito Norte,9,áreas cómodas,Instalaciones
462,2024-08-25,388,Cuenca,9,áreas cómodas,Instalaciones
463,2024-11-27,470,Quito Norte,7,neutral,Trato
464,2024-07-11,238,Guayaquil Norte,3,poco amables,Trato
465,2024-11-14,298,Cuenca,4,tardaron demasiado,Tiempo de espera
466,2024-12-22,710,Quito Sur,10,áreas cómodas,Instalaciones
467,2025-04-18,511,Cuenca,7,higiene adecuada,Limpieza
468,2024-01-15,51,Quito Norte,7,ok en limpieza,Limpieza
469,2024-11-11,684,Quito Norte,8,muy limpio,Limpieza
470,2025-08-26,428,Cuenca,7,áreas cómodas,Instalaciones
471,2024-02-03,384,Cuenca,4,no solucionaron,Calidad
472,2024-02-25,577,Guayaquil Centro,9,higiene adecuada,Limpieza
473,2024-03-08,102,Guayaquil Norte,7,precio justo,Precio
474,2025-04-17,676,Guayaquil Centro,7,suficiente,Instalaciones
475,2024-02-16,175,Cuenca,8,trato amable,Trato
476,2024-11-20,225,Quito Norte,8,resultado excelente,Calidad
477,2024-10-02,252,Guayaquil Norte,5,neutral,Trato
478,2024-12-25,20,Cuenca,7,dentro de lo esperado,Tiempo de espera
479,2025-05-17,391,Guayaquil Norte,8,ordenado y pulcro,Limpieza
480,2024-12-04,596,Manta,8,dentro de lo esperado,Tiempo de espera
481,2024-05-23,325,Quito Sur,8,excelente atención,Trato
482,2025-08-29,94,Guayaquil Norte,9,excelente atención,Trato
483,2024-08-30,671,Quito Sur,7,áreas cómodas,Instalaciones
484,2025-04-30,373,Quito Sur,9,muy limpio,Limpieza
485,2024-03-31,504,Quito Sur,1,trato malo,Trato
486,2024-01-15,236,Cuenca,6,espera moderada,Tiempo de espera
487,2024-10-06,491,Cuenca,7,estuvo bien,Trato
488,2025-08-01,143,Cuenca,2,poco amables,Trato
489,2025-02-10,679,Cuenca,7,espera moderada,Tiempo de espera
490,2024-08-30,101,Guayaquil Norte,8,higiene adecuada,Limpieza
491,2025-01-05,68,Cuenca,8,higiene adecuada,Limpieza
492,2025-05-05,138,Guayaquil Centro,8,sala de espera excelente,Instalaciones
493,2024-02-27,300,Quito Norte,8,excelente atención,Trato
494,2024-02-13,723,Quito Norte,8,asesor muy cordial,Trato
495,2025-02-12,353,Quito Norte,10,higiene adecuada,Limpieza
496,2024-03-14,771,Manta,7,áreas cómodas,Instalaciones
497,2024-02-19,361,Quito Norte,9,buena señalización,Instalaciones
498,2024-02-26,101,Guayaquil Centro,7,espera moderada,Tiempo de espera
499,2024-02-29,256,Quito Norte,6,suficiente,Instalaciones
500,2024-08-17,536,Quito Norte,9,todo impecable,Limpieza
501,2025-08-06,511,Quito Norte,10,producto funciona perfecto,Calidad
502,2025-06-04,6,Manta,5,poco amables,Trato
503,2024-05-31,636,Cuenca,8,producto funciona perfecto,Calidad
504,2025-01-07,98,Guayaquil Centro,5,cobro excesivo,Precio
505,2025-02-03,427,Quito Norte,9,rápidos en atender,Tiempo de espera
506,2024-01-14,51,Quito Norte,5,poco amables,Trato
507,2025-07-24,679,Manta,5,no solucionaron,Calidad
508,2025-07-18,153,Quito Norte,8,sin demoras,Tiempo de espera
509,2024-05-25,619,Quito Norte,8,trato amable,Trato
510,2025-04-23,453,Quito Norte,10,trato amable,Trato
511,2025-08-31,61,Manta,7,ordenado y pulcro,Limpieza
512,2025-02-11,491,Quito Norte,10,flujo ágil,Tiempo de espera
513,2024-03-14,726,Quito Sur,7,sala de espera excelente,Instalaciones
514,2024-10-25,140,Quito Sur,6,suficiente,Instalaciones
515,2025-06-09,724,Quito Sur,2,poco higiénico,Limpieza
516,2024-03-21,426,Quito Norte,8,suficiente,Instalaciones
517,2024-11-11,565,Guayaquil Centro,9,asesor muy cordial,Trato
518,2024-08-21,379,Guayaquil Norte,2,desorden,Limpieza
519,2025-07-09,149,Cuenca,8,buena relación valor-precio,Precio
520,2024-01-13,493,Cuenca,8,neutral,Trato
521,2024-06-15,415,Cuenca,9,rápidos en atender,Tiempo de espera
522,2024-05-29,499,Cuenca,6,dentro de lo esperado,Tiempo de espera
523,2024-06-05,35,Cuenca,8,excelente atención,Trato
524,2025-05-23,148,Manta,1,cobro excesivo,Precio
525,2025-05-18,658,Guayaquil Centro,1,reparación fallida,Calidad
526,2024-01-07,278,Manta,7,muy limpio,Limpieza
527,2025-04-22,179,Guayaquil Centro,9,instalaciones modernas,Instalaciones
528,2025-08-30,289,Cuenca,9,precio justo,Precio
529,2024-04-24,569,Guayaquil Centro,5,dentro de lo esperado,Tiempo de espera
530,2024-11-04,45,Cuenca,8,limpieza adecuada,Limpieza
531,2025-02-02,76,Cuenca,6,ok,Instalaciones
532,2024-09-10,503,Cuenca,8,producto funciona perfecto,Calidad
533,2025-01-10,256,Guayaquil Norte,8,flujo ágil,Tiempo de espera
534,2025-08-02,783,Quito Norte,9,buena señalización,Instalaciones
535,2025-03-06,459,Manta,7,instalaciones normales,Instalaciones
536,2024-12-02,763,Quito Norte,8,ok,Instalaciones
537,2024-03-01,744,Manta,9,muy limpio,Limpieza
538,2024-10-26,471,Cuenca,5,falta señalización,Instalaciones
539,2024-02-08,793,Manta,7,precio estándar,Precio
540,2024-09-28,215,Guayaquil Centro,3,no escuchan,Trato
541,2024-08-29,67,Guayaquil Norte,9,áreas cómodas,Instalaciones
542,2025-03-25,752,Guayaquil Centro,5,instalaciones normales,Instalaciones
543,2024-09-08,714,Cuenca,8,personal atento,Trato
544,2024-07-22,265,Cuenca,9,buena señalización,Instalaciones
545,2024-01-04,77,Cuenca,4,muy caro,Precio
546,2024-04-30,696,Cuenca,8,ordenado y pulcro,Limpieza
547,2025-01-16,715,Quito Sur,9,muy limpio,Limpieza
548,2024-06-15,231,Guayaquil Centro,6,neutral,Trato
549,2024-02-19,395,Guayaquil Norte,1,sin aire acondicionado,Instalaciones
550,2025-08-04,230,Quito Norte,9,tiempo razonable,Tiempo de espera
551,2024-06-11,636,Quito Sur,1,sucio,Limpieza
552,2024-06-03,332,Quito Sur,3,respuesta fría,Trato
553,2025-05-11,536,Guayaquil Norte,9,producto funciona perfecto,Calidad
554,2024-11-13,64,Guayaquil Centro,9,áreas cómodas,Instalaciones
555,2024-08-01,690,Quito Norte,8,dentro de lo esperado,Tiempo de espera
556,2025-07-21,257,Cuenca,5,trato malo,Trato
557,2024-04-28,777,Manta,8,muy limpio,Limpieza
558,2024-11-20,794,Quito Norte,8,producto funciona perfecto,Calidad
559,2024-09-01,416,Quito Norte,7,instalaciones normales,Instalaciones
560,2025-08-30,51,Quito Sur,6,no solucionaron,Calidad
561,2024-03-23,256,Guayaquil Norte,6,trato malo,Trato
562,2024-10-19,606,Quito Sur,8,ordenado y pulcro,Limpieza
563,2024-07-11,541,Manta,6,trato correcto,Trato
564,2025-07-11,631,Guayaquil Norte,9,excelente atención,Trato
565,2025-04-25,429,Quito Norte,7,personal atento,Trato
566,2025-05-04,313,Manta,8,personal atento,Trato
567,2024-02-10,395,Manta,7,sala de espera excelente,Instalaciones
568,2025-01-14,252,Quito Norte,9,sin demoras,Tiempo de espera
569,2024-10-06,523,Manta,8,muy limpio,Limpieza
570,2024-02-21,80,Guayaquil Norte,6,trato correcto,Trato
571,2025-09-09,649,Guayaquil Centro,6,funciona como se espera,Calidad
572,2024-08-22,387,Manta,3,poca comodidad,Instalaciones
573,2024-12-10,672,Manta,8,buena relación valor-precio,Precio
574,2025-08-01,361,Manta,2,baños descuidados,Limpieza
575,2025-08-27,19,Guayaquil Centro,6,poca comodidad,Instalaciones
576,2024-05-16,776,Quito Sur,2,mucha espera,Tiempo de espera
577,2024-07-30,382,Cuenca,6,precio estándar,Precio
578,2025-06-11,528,Guayaquil Norte,7,espera moderada,Tiempo de espera
579,2025-01-08,79,Manta,10,excelente atención,Trato
580,2024-04-24,582,Guayaquil Norte,9,higiene adecuada,Limpieza
581,2025-01-04,250,Guayaquil Centro,7,instalaciones normales,Instalaciones
582,2024-10-14,461,Quito Sur,8,promociones útiles,Precio
583,2025-06-11,697,Guayaquil Centro,8,personal atento,Trato
584,2025-07-28,725,Quito Norte,10,personal atento,Trato
585,2024-01-15,328,Manta,4,precio elevado,Precio
586,2024-02-29,408,Manta,7,sin demoras,Tiempo de espera
587,2024-02-27,328,Quito Sur,6,limpieza adecuada,Limpieza
588,2024-06-20,518,Guayaquil Norte,8,estuvo bien,Trato
589,2025-08-05,116,Guayaquil Norte,2,fila eterna,Tiempo de espera
590,2024-10-16,761,Quito Sur,8,flujo ágil,Tiempo de espera
591,2025-02-17,17,Quito Norte,5,poca comodidad,Instalaciones
592,2025-05-31,477,Manta,9,rápidos en atender,Tiempo de espera
593,2024-08-22,387,Cuenca,4,fila eterna,Tiempo de espera
594,2024-06-09,707,Guayaquil Centro,10,rápidos en atender,Tiempo de espera
595,2024-03-29,484,Guayaquil Centro,7,normal,Limpieza
596,2024-04-23,287,Quito Sur,3,cobro excesivo,Precio
597,2025-04-26,622,Quito Norte,10,diagnóstico acertado,Calidad
598,2024-02-13,260,Guayaquil Norte,8,flujo ágil,Tiempo de espera
599,2024-11-30,297,Guayaquil Centro,5,poco amables,Trato
600,2024-02-05,89,Guayaquil Norte,5,mucha espera,Tiempo de espera
601,2025-05-18,618,Quito Sur,4,mucha espera,Tiempo de espera
602,2025-07-08,484,Manta,5,ok en limpieza,Limpieza
603,2025-06-01,710,Quito Norte,6,espera moderada,Tiempo de espera
604,2024-08-14,534,Guayaquil Centro,6,instalaciones viejas,Instalaciones
605,2024-02-15,361,Cuenca,7,funciona como se espera,Calidad
606,2024-12-31,450,Quito Norte,8,sala de espera excelente,Instalaciones
607,2024-06-14,505,Quito Sur,10,instalaciones modernas,Instalaciones
608,2024-11-26,379,Guayaquil Norte,7,dentro de lo esperado,Tiempo de espera
609,2025-05-23,155,Guayaquil Centro,9,asesor muy cordial,Trato
610,2024-05-06,164,Guayaquil Centro,7,precio justo,Precio
611,2025-06-22,439,Cuenca,7,flujo ágil,Tiempo de espera
612,2024-06-18,188,Quito Sur,9,buena señalización,Instalaciones
613,2025-05-25,692,Cuenca,3,fila eterna,Tiempo de espera
614,2024-11-18,713,Manta,9,resultado excelente,Calidad
615,2024-09-22,586,Quito Sur,8,sin demoras,Tiempo de espera
616,2024-02-26,435,Quito Norte,8,flujo ágil,Tiempo de espera
617,2025-08-28,130,Cuenca,5,mucha espera,Tiempo de espera
618,2024-07-30,558,Quito Norte,10,tiempo razonable,Tiempo de espera
619,2024-03-30,206,Quito Norte,8,asesor muy cordial,Trato
620,2024-05-06,737,Quito Sur,9,diagnóstico acertado,Calidad
621,2025-03-01,221,Guayaquil Norte,10,muy limpio,Limpieza
622,2025-08-25,37,Manta,9,higiene adecuada,Limpieza
623,2024-08-15,673,Quito Norte,4,poco higiénico,Limpieza
624,2024-03-09,138,Guayaquil Norte,9,ordenado y pulcro,Limpieza
625,2024-06-04,639,Quito Sur,7,neutral,Trato
626,2024-03-15,774,Guayaquil Centro,7,diagnóstico acertado,Calidad
627,2024-11-17,250,Manta,2,baños descuidados,Limpieza
628,2024-12-18,431,Quito Norte,4,sucio,Limpieza
629,2024-09-27,129,Manta,2,respuesta fría,Trato
630,2025-01-09,670,Manta,7,neutral,Trato
631,2024-03-17,671,Guayaquil Centro,6,trato correcto,Trato
632,2024-03-25,484,Quito Sur,8,muy limpio,Limpieza
633,2024-09-06,532,Quito Norte,3,cobro excesivo,Precio
634,2024-03-01,727,Manta,4,trato malo,Trato
635,2024-10-23,183,Cuenca,7,buena señalización,Instalaciones
636,2024-01-10,58,Guayaquil Norte,5,normal,Limpieza
637,2024-05-28,616,Guayaquil Norte,4,mucha espera,Tiempo de espera
638,2025-08-28,39,Guayaquil Centro,7,sala de espera excelente,Instalaciones
639,2024-05-13,641,Guayaquil Centro,6,ok,Instalaciones
640,2025-07-11,485,Manta,7,ni caro ni barato,Precio
641,2024-05-28,311,Guayaquil Norte,8,ordenado y pulcro,Limpieza
642,2024-04-09,119,Cuenca,6,ok en limpieza,Limpieza
643,2025-02-20,579,Guayaquil Centro,4,cobro excesivo,Precio
644,2024-02-16,270,Guayaquil Centro,9,trato amable,Trato
645,2024-02-27,444,Cuenca,3,no escuchan,Trato
646,2025-03-01,160,Quito Sur,4,poca comodidad,Instalaciones
647,2024-01-25,291,Guayaquil Norte,8,tiempo razonable,Tiempo de espera
648,2024-10-30,158,Manta,5,trato correcto,Trato
649,2025-03-28,609,Quito Norte,10,trato amable,Trato
650,2024-09-14,148,Guayaquil Centro,9,excelente atención,Trato
651,2024-09-05,593,Cuenca,9,sin demoras,Tiempo de espera
652,2024-10-04,74,Quito Sur,9,producto funciona perfecto,Calidad
653,2024-04-26,468,Guayaquil Centro,9,trato amable,Trato
654,2024-07-21,145,Manta,8,higiene adecuada,Limpieza
655,2025-09-14,389,Manta,6,ok,Instalaciones
656,2025-01-05,772,Quito Sur,7,personal atento,Trato
657,2025-08-18,187,Manta,9,buena señalización,Instalaciones
658,2024-10-06,768,Quito Norte,4,baños descuidados,Limpieza
659,2024-09-22,336,Cuenca,7,trato correcto,Trato
660,2025-06-26,355,Manta,8,asesor muy cordial,Trato
661,2024-10-11,591,Quito Norte,9,personal atento,Trato
662,2024-05-08,613,Guayaquil Centro,6,estuvo bien,Trato
663,2025-02-07,498,Cuenca,9,ordenado y pulcro,Limpieza
664,2024-08-24,612,Quito Norte,9,tiempo razonable,Tiempo de espera
665,2024-03-01,719,Cuenca,7,normal,Limpieza
666,2025-02-27,38,Manta,8,buena señalización,Instalaciones
667,2024-11-20,449,Quito Sur,7,rápidos en atender,Tiempo de espera
668,2025-07-14,110,Guayaquil Norte,2,demora innecesaria,Tiempo de espera
669,2025-04-20,508,Quito Norte,5,mala calidad,Calidad
670,2025-06-18,128,Cuenca,3,mucha espera,Tiempo de espera
671,2024-11-20,302,Cuenca,8,trato correcto,Trato
672,2025-05-26,757,Guayaquil Norte,9,asesor muy cordial,Trato
673,2025-08-20,704,Guayaquil Centro,3,baños descuidados,Limpieza
674,2025-02-05,483,Quito Sur,8,descuento aplicado,Precio
675,2024-08-25,661,Guayaquil Norte,5,ok en limpieza,Limpieza
676,2025-04-26,305,Guayaquil Norte,9,trato amable,Trato
677,2025-06-27,482,Guayaquil Centro,7,excelente atención,Trato
678,2024-01-13,720,Quito Sur,7,estuvo bien,Trato
679,2025-08-03,357,Manta,7,precio estándar,Precio
680,2025-04-09,254,Guayaquil Norte,8,áreas cómodas,Instalaciones
681,2025-04-09,438,Guayaquil Norte,10,resultado excelente,Calidad
682,2024-03-15,672,Quito Norte,9,flujo ágil,Tiempo de espera
683,2025-07-21,30,Guayaquil Centro,8,diagnóstico acertado,Calidad
684,2024-02-28,309,Manta,7,espera moderada,Tiempo de espera
685,2025-05-19,466,Cuenca,8,higiene adecuada,Limpieza
686,2024-03-10,371,Guayaquil Centro,8,resultado excelente,Calidad
687,2025-03-24,87,Cuenca,6,producto defectuoso,Calidad
688,2025-04-07,73,Cuenca,10,flujo ágil,Tiempo de espera
689,2025-02-19,640,Quito Norte,10,muy limpio,Limpieza
690,2024-01-27,606,Cuenca,9,sin demoras,Tiempo de espera
691,2024-02-16,613,Quito Norte,9,producto funciona perfecto,Calidad
692,2025-03-11,113,Guayaquil Norte,5,estuvo bien,Trato
693,2024-08-02,471,Cuenca,9,excelente atención,Trato
694,2024-08-09,42,Quito Sur,7,suficiente,Instalaciones
695,2025-07-27,37,Guayaquil Centro,7,excelente atención,Trato
696,2025-05-10,39,Guayaquil Centro,4,producto defectuoso,Calidad
697,2025-01-05,797,Quito Norte,7,asesor muy cordial,Trato
698,2024-11-25,529,Quito Sur,8,asesor muy cordial,Trato
699,2024-01-25,558,Guayaquil Norte,7,dentro de lo esperado,Tiempo de espera
700,2024-11-26,215,Cuenca,5,ok,Instalaciones
701,2024-10-13,60,Cuenca,8,diagnóstico acertado,Calidad
702,2024-03-22,357,Guayaquil Centro,7,limpieza adecuada,Limpieza
703,2025-08-17,557,Quito Norte,10,excelente atención,Trato
704,2025-09-09,295,Quito Sur,7,tiempo razonable,Tiempo de espera
705,2025-02-10,151,Quito Sur,8,precio justo,Precio
706,2024-10-23,524,Quito Norte,6,estuvo bien,Trato
707,2025-09-11,733,Guayaquil Centro,6,espera moderada,Tiempo de espera
708,2025-03-24,709,Guayaquil Centro,8,muy limpio,Limpieza
709,2024-06-07,33,Guayaquil Norte,7,sala de espera excelente,Instalaciones
710,2024-08-25,776,Guayaquil Centro,10,excelente atención,Trato
711,2024-06-13,83,Quito Norte,1,no escuchan,Trato
712,2025-03-20,190,Quito Norte,9,precio justo,Precio
713,2024-10-01,420,Quito Norte,10,producto funciona perfecto,Calidad
714,2025-07-21,298,Guayaquil Norte,8,precio justo,Precio
715,2025-05-25,681,Guayaquil Norte,3,reparación fallida,Calidad
716,2025-04-25,378,Guayaquil Norte,3,sucio,Limpieza
717,2024-10-04,737,Guayaquil Centro,1,baños descuidados,Limpieza
718,2024-03-09,471,Guayaquil Norte,7,ok en limpieza,Limpieza
719,2024-01-15,675,Cuenca,8,asesor muy cordial,Trato
720,2025-07-25,572,Manta,9,excelente atención,Trato
721,2024-05-14,757,Quito Norte,8,personal atento,Trato
722,2025-08-22,740,Quito Norte,6,ok,Instalaciones
723,2024-12-29,380,Quito Sur,7,producto funciona perfecto,Calidad
724,2024-04-27,624,Guayaquil Centro,7,ni caro ni barato,Precio
725,2025-01-17,169,Cuenca,5,cobro excesivo,Precio
726,2024-07-16,441,Guayaquil Centro,8,limpieza adecuada,Limpieza
727,2024-11-16,290,Quito Norte,4,respuesta fría,Trato
728,2024-05-05,257,Guayaquil Norte,6,normal,Limpieza
729,2024-07-29,629,Quito Norte,5,limpieza adecuada,Limpieza
730,2024-02-05,236,Manta,8,sin demoras,Tiempo de espera
731,2025-07-31,214,Cuenca,0,no escuchan,Trato
732,2024-05-19,113,Quito Sur,7,espera moderada,Tiempo de espera
733,2025-08-31,73,Manta,9,resultado excelente,Calidad
734,2024-06-17,376,Quito Norte,7,neutral,Trato
735,2024-02-09,501,Manta,7,dentro de lo esperado,Tiempo de espera
736,2025-03-21,315,Quito Norte,3,falta señalización,Instalaciones
737,2025-08-20,119,Guayaquil Centro,9,trato amable,Trato
738,2025-02-04,268,Manta,9,tiempo razonable,Tiempo de espera
739,2024-03-13,347,Cuenca,6,precio estándar,Precio
740,2025-08-10,122,Quito Norte,8,personal atento,Trato
741,2024-09-12,168,Guayaquil Norte,7,instalaciones modernas,Instalaciones
742,2024-11-29,610,Quito Sur,10,muy limpio,Limpieza
743,2024-05-14,25,Manta,8,ok,Instalaciones
744,2024-12-23,358,Cuenca,9,precio justo,Precio
745,2024-08-17,192,Manta,8,trato amable,Trato
746,2025-05-09,167,Guayaquil Norte,6,funciona como se espera,Calidad
747,2025-03-23,456,Guayaquil Norte,8,muy limpio,Limpieza
748,2024-10-12,107,Quito Sur,9,instalaciones modernas,Instalaciones
749,2024-08-12,292,Guayaquil Norte,9,sin demoras,Tiempo de espera
750,2024-08-30,666,Quito Sur,6,ok,Instalaciones
751,2024-12-12,742,Manta,8,buena señalización,Instalaciones
752,2025-06-11,655,Quito Norte,9,diagnóstico acertado,Calidad
753,2024-02-24,372,Guayaquil Norte,7,dentro de lo esperado,Tiempo de espera
754,2024-06-16,46,Guayaquil Norte,8,trato amable,Trato
755,2025-05-27,259,Quito Sur,9,muy limpio,Limpieza
756,2024-08-16,692,Cuenca,9,flujo ágil,Tiempo de espera
757,2025-03-15,555,Guayaquil Norte,9,asesor muy cordial,Trato
758,2024-03-20,700,Guayaquil Norte,10,servicio de alta calidad,Calidad
759,2025-05-29,715,Quito Sur,8,normal,Limpieza
760,2025-04-06,463,Guayaquil Norte,9,personal atento,Trato
761,2025-04-26,311,Cuenca,10,asesor muy cordial,Trato
762,2024-09-01,511,Manta,5,neutral,Trato
763,2024-10-01,495,Manta,10,tiempo razonable,Tiempo de espera
764,2025-04-06,75,Manta,6,poca comodidad,Instalaciones
765,2024-08-09,797,Quito Norte,7,higiene adecuada,Limpieza
766,2024-08-30,252,Guayaquil Norte,9,promociones útiles,Precio
767,2024-07-22,204,Quito Sur,6,dentro de lo esperado,Tiempo de espera
768,2025-08-13,130,Guayaquil Centro,5,precio elevado,Precio
769,2025-06-09,168,Quito Norte,9,personal atento,Trato
770,2024-04-05,9,Quito Sur,3,poco higiénico,Limpieza
771,2024-11-25,296,Guayaquil Centro,7,normal,Limpieza
772,2025-09-13,455,Cuenca,6,precio estándar,Precio
773,2025-04-07,238,Manta,8,neutral,Trato
774,2025-09-03,205,Quito Sur,8,sala de espera excelente,Instalaciones
775,2024-04-27,268,Guayaquil Centro,9,buena señalización,Instalaciones
776,2025-04-29,553,Guayaquil Centro,8,trato amable,Trato
777,2024-05-05,430,Cuenca,8,sala de espera excelente,Instalaciones
778,2024-12-27,308,Quito Norte,10,rápidos en atender,Tiempo de espera
779,2025-03-20,594,Quito Sur,4,trato malo,Trato
780,2025-06-06,620,Quito Norte,7,excelente atención,Trato
781,2024-09-01,304,Guayaquil Centro,8,excelente atención,Trato
782,2025-03-21,232,Guayaquil Centro,9,tiempo razonable,Tiempo de espera
783,2025-05-30,457,Guayaquil Centro,10,buena señalización,Instalaciones
784,2024-10-12,6,Cuenca,9,flujo ágil,Tiempo de espera
785,2024-03-24,302,Quito Norte,8,servicio de alta calidad,Calidad
786,2024-12-09,566,Manta,7,personal atento,Trato
787,2024-06-02,534,Guayaquil Centro,7,muy limpio,Limpieza
788,2025-04-08,394,Quito Sur,8,áreas cómodas,Instalaciones
789,2024-05-11,64,Guayaquil Centro,9,rápidos en atender,Tiempo de espera
790,2024-08-31,187,Manta,7,dentro de lo esperado,Tiempo de espera
791,2024-05-11,483,Manta,9,buena señalización,Instalaciones
792,2024-11-23,221,Quito Sur,10,trato amable,Trato
793,2024-06-01,352,Cuenca,9,precio justo,Precio
794,2024-08-19,261,Quito Norte,9,asesor muy cordial,Trato
795,2025-01-07,709,Cuenca,9,trato amable,Trato
796,2024-11-24,21,Guayaquil Norte,8,dentro de lo esperado,Tiempo de espera
797,2025-06-03,727,Quito Norte,8,producto funciona perfecto,Calidad
798,2025-01-11,323,Quito Norte,6,dentro de lo esperado,Tiempo de espera
799,2024-05-10,221,Quito Sur,10,descuento aplicado,Precio
800,2024-03-31,337,Manta,6,fila eterna,Tiempo de espera
801,2025-06-04,230,Quito Sur,6,mucha espera,Tiempo de espera
802,2025-02-26,291,Cuenca,1,falta señalización,Instalaciones
803,2024-08-14,303,Quito Sur,6,ok en limpieza,Limpieza
804,2024-03-10,90,Guayaquil Centro,8,personal atento,Trato
805,2024-03-23,413,Guayaquil Norte,3,mala calidad,Calidad
806,2025-05-12,332,Quito Norte,3,instalaciones viejas,Instalaciones
807,2024-04-14,589,Guayaquil Norte,1,cobro excesivo,Precio
808,2025-01-09,276,Cuenca,8,instalaciones modernas,Instalaciones
809,2025-07-11,742,Cuenca,7,neutral,Trato
810,2025-03-31,798,Quito Norte,6,estuvo bien,Trato
811,2025-05-12,185,Cuenca,10,tiempo razonable,Tiempo de espera
812,2025-06-28,678,Cuenca,8,tiempo razonable,Tiempo de espera
813,2025-04-11,192,Manta,7,normal,Limpieza
814,2025-07-08,235,Guayaquil Norte,7,espera moderada,Tiempo de espera
815,2024-01-02,511,Guayaquil Centro,9,rápidos en atender,Tiempo de espera
816,2025-06-06,247,Manta,9,instalaciones modernas,Instalaciones
817,2024-05-24,231,Quito Norte,6,neutral,Trato
818,2024-04-08,306,Cuenca,10,promociones útiles,Precio
819,2024-02-22,441,Quito Sur,9,áreas cómodas,Instalaciones
820,2025-02-21,104,Cuenca,9,resultado excelente,Calidad
821,2024-03-15,503,Quito Norte,9,instalaciones modernas,Instalaciones
822,2025-03-24,423,Cuenca,9,rápidos en atender,Tiempo de espera
823,2025-06-18,781,Cuenca,8,sala de espera excelente,Instalaciones
824,2024-06-17,562,Cuenca,9,flujo ágil,Tiempo de espera
825,2024-03-08,90,Guayaquil Centro,8,suficiente,Instalaciones
826,2025-09-15,314,Quito Sur,7,neutral,Trato
827,2025-02-08,80,Guayaquil Norte,9,instalaciones modernas,Instalaciones
828,2024-02-02,781,Guayaquil Norte,8,producto funciona perfecto,Calidad
829,2024-06-06,671,Manta,7,ni caro ni barato,Precio
830,2025-05-15,453,Quito Sur,8,higiene adecuada,Limpieza
831,2025-03-08,71,Quito Norte,8,excelente atención,Trato
832,2024-09-27,681,Guayaquil Norte,5,poco amables,Trato
833,2025-05-03,736,Guayaquil Norte,4,sucio,Limpieza
834,2025-01-13,476,Quito Norte,9,muy limpio,Limpieza
835,2024-10-17,743,Guayaquil Norte,5,trato malo,Trato
836,2024-07-08,124,Quito Norte,9,muy limpio,Limpieza
837,2025-05-17,60,Manta,6,espera moderada,Tiempo de espera
838,2024-06-15,711,Manta,5,respuesta fría,Trato
839,2024-10-26,581,Guayaquil Norte,10,instalaciones modernas,Instalaciones
840,2025-04-10,346,Quito Sur,8,trato amable,Trato
841,2024-12-10,64,Quito Norte,8,buena señalización,Instalaciones
