tx_id,customer_id,product_id,date,quantity,revenue_usd
2179,353,44,2025-08-18,1,30.66
2180,436,13,2024-03-06,1,45.5
2181,686,6,2025-06-25,5,163.23
2182,722,55,2024-02-14,1,34.26
2183,621,9,2024-01-17,2,52.7
2184,540,60,2025-05-14,2,37.31
2185,450,39,2024-09-16,1,41.53
2186,282,59,2024-01-30,1,40.64
2187,421,60,2025-08-02,1,19.0
2188,278,34,2024-02-12,1,30.43
2189,278,9,2025-04-17,1,31.44
2190,213,48,2024-08-02,1,27.47
2191,249,10,2024-01-29,3,77.56
2192,652,43,2025-08-20,1,37.72
2193,277,9,2025-05-13,2,59.05
2194,424,24,2024-01-04,1,31.51
2195,446,27,2024-02-28,1,46.08
2196,519,7,2025-05-25,4,333.69
2197,599,54,2024-02-13,1,25.52
2198,415,45,2024-05-19,1,20.31
2199,505,50,2025-05-18,1,25.58
2200,180,10,2025-06-08,1,26.78
2201,414,52,2024-05-14,1,30.57
2202,516,57,2025-03-06,1,16.85
2203,285,18,2024-03-28,1,32.84
2204,245,8,2025-04-15,1,30.77
2205,664,24,2025-08-06,2,60.41
2206,101,57,2025-06-07,1,19.06
2207,548,33,2024-07-06,1,26.83
2208,531,14,2024-05-20,2,63.52
2209,17,6,2024-12-02,1,31.22
2210,237,21,2024-08-21,2,105.66
2211,127,4,2025-03-04,3,174.05
2212,186,3,2024-04-04,1,54.95
2213,490,31,2024-08-04,1,29.84
2214,777,27,2024-11-04,1,40.34
2215,769,47,2024-07-30,1,43.66
2216,147,36,2025-09-01,3,147.61
2217,475,50,2025-04-26,1,23.13
2218,172,3,2024-12-18,1,56.93
2219,569,53,2024-08-01,1,37.73
2220,343,58,2024-05-01,1,33.58
2221,750,14,2025-03-27,1,35.04
2222,110,8,2024-12-08,2,54.62
2223,664,34,2025-06-12,1,26.95
2224,593,36,2024-05-31,4,178.44
2225,701,42,2024-02-18,1,29.08
2226,672,18,2025-08-25,1,35.71
2227,8,32,2025-08-14,1,60.63
2228,776,27,2025-08-09,1,46.74
2229,55,9,2024-12-03,2,59.04
2230,437,41,2025-03-07,1,76.59
2231,69,28,2024-09-02,1,26.37
2232,575,34,2025-01-05,1,26.93
2233,530,26,2024-05-30,2,44.18
2234,438,17,2025-01-15,1,50.44
2235,305,39,2024-04-02,2,85.77
2236,452,2,2024-11-27,2,136.04
2237,739,8,2025-02-08,1,26.13
2238,508,29,2024-06-28,1,39.76
2239,607,8,2025-01-10,1,25.68
2240,38,16,2025-08-01,1,35.85
2241,16,10,2024-02-22,2,52.79
2242,727,19,2025-04-21,1,34.91
2243,690,21,2024-02-29,2,106.4
2244,241,54,2024-09-03,2,57.08
2245,460,17,2025-04-25,1,48.21
2246,455,25,2024-04-29,1,31.32
2247,240,12,2025-01-09,1,38.25
2248,118,23,2025-08-30,2,48.23
2249,723,46,2025-04-15,2,65.75
2250,149,4,2025-03-10,2,108.54
2251,750,14,2024-03-11,1,32.0
2252,742,52,2025-03-31,2,55.21
2253,682,38,2025-04-29,1,23.68
2254,784,40,2024-05-13,1,38.87
2255,103,45,2025-08-25,3,69.59
2256,9,27,2025-02-22,1,44.57
2257,256,33,2024-05-04,1,30.11
2258,602,15,2025-03-26,1,19.87
2259,351,14,2025-08-09,1,29.91
2260,333,6,2025-03-26,1,32.83
2261,627,53,2024-07-05,1,40.05
2262,746,47,2025-06-14,1,44.69
2263,339,47,2024-03-07,1,47.45
2264,336,56,2025-09-12,1,30.68
2265,20,8,2024-09-13,1,28.83
2266,421,60,2024-06-28,1,19.69
2267,654,33,2024-12-16,1,31.29
2268,35,29,2024-05-07,1,37.43
2269,330,36,2024-07-29,3,149.8
2270,176,56,2024-11-09,1,29.94
2271,549,40,2024-06-01,2,87.3
2272,528,18,2024-09-17,3,108.71
2273,600,44,2024-10-09,2,60.89
2274,458,51,2024-06-08,1,59.08
2275,301,17,2025-03-25,1,48.12
2276,218,59,2025-09-14,2,76.28
2277,170,38,2024-07-15,1,23.72
2278,455,9,2024-08-06,1,29.98
2279,743,22,2024-06-26,1,30.96
2280,405,53,2024-11-08,1,40.22
2281,414,55,2025-05-01,1,33.06
2282,406,10,2025-01-08,3,74.4
2283,50,28,2024-09-13,1,29.97
2284,181,59,2025-06-21,4,179.16
2285,342,44,2024-07-30,2,59.86
2286,391,18,2024-05-18,1,38.37
2287,132,57,2025-01-03,1,18.81
2288,716,53,2025-04-16,2,82.42
2289,526,34,2025-09-03,1,25.83
2290,212,9,2024-06-30,1,29.45
2291,660,22,2025-07-10,1,31.61
2292,272,1,2025-03-19,4,218.24
2293,191,5,2024-09-23,1,37.19
2294,94,14,2024-04-21,2,62.11
2295,304,36,2025-05-26,1,42.51
2296,335,39,2024-09-11,3,118.44
2297,299,53,2024-10-13,2,89.13
2298,355,44,2024-02-25,1,31.56
2299,715,48,2025-08-02,1,27.13
2300,670,43,2024-04-26,2,73.5
2301,587,3,2024-01-24,2,111.28
2302,169,37,2024-09-21,2,74.74
2303,541,6,2025-08-22,1,31.25
2304,441,13,2024-09-04,1,51.1
2305,501,35,2024-12-15,1,35.04
2306,466,3,2024-11-08,3,165.88
2307,263,55,2024-04-30,1,33.68
2308,408,42,2024-12-30,1,33.23
2309,567,20,2024-04-13,1,39.06
2310,765,13,2025-09-11,1,53.3
2311,659,46,2024-11-27,1,35.88
2312,289,18,2024-10-06,3,104.81
2313,625,6,2024-08-27,1,32.75
2314,798,3,2024-03-27,1,64.76
2315,628,25,2024-12-24,3,103.89
2316,589,12,2025-03-22,1,38.78
2317,348,60,2024-10-02,1,19.67
2318,254,41,2024-06-17,3,199.47
2319,645,43,2025-06-12,2,69.82
2320,523,19,2024-07-02,1,33.28
2321,592,56,2024-04-23,2,62.04
2322,567,12,2024-02-01,1,37.86
2323,248,24,2025-06-10,3,84.48
2324,527,31,2024-05-19,1,28.54
2325,567,47,2025-03-05,1,45.98
2326,595,30,2024-06-18,1,33.19
2327,43,24,2024-03-29,1,29.2
2328,19,42,2024-11-21,2,67.93
2329,147,2,2025-09-08,1,76.04
2330,62,51,2024-07-07,1,54.17
2331,132,20,2024-10-28,1,45.21
2332,706,7,2025-06-02,1,80.27
2333,703,11,2025-02-22,1,37.92
2334,665,10,2025-07-09,1,27.02
2335,675,19,2024-11-22,2,63.13
2336,180,9,2025-04-04,1,30.69
2337,169,29,2025-02-16,1,37.83
2338,185,9,2024-11-06,1,30.25
2339,395,9,2025-07-18,3,78.49
2340,332,36,2024-09-02,1,45.09
2341,414,24,2024-03-30,1,29.66
2342,542,22,2025-09-12,1,30.65
2343,468,56,2024-04-06,2,52.82
2344,784,49,2025-07-02,1,30.46
2345,568,51,2025-08-09,2,101.61
2346,121,37,2024-09-18,1,37.57
2347,625,7,2024-06-04,2,153.2
2348,337,21,2025-02-21,1,51.27
2349,20,35,2024-04-10,1,36.27
2350,104,12,2025-03-07,1,41.05
2351,267,21,2024-02-26,1,57.56
2352,149,48,2024-10-07,1,27.52
2353,710,8,2025-01-15,1,29.59
2354,356,22,2024-06-06,1,32.29
2355,468,30,2024-02-14,1,36.91
2356,348,20,2024-11-24,2,89.01
2357,727,33,2024-04-13,1,26.57
2358,764,21,2024-02-26,2,124.45
2359,362,46,2025-06-27,1,37.33
2360,414,44,2024-12-30,1,31.82
2361,779,36,2025-07-22,1,44.39
2362,605,24,2025-04-05,1,29.63
2363,281,9,2024-03-13,2,54.74
2364,313,41,2024-03-27,2,143.6
2365,711,13,2025-03-16,1,53.43
2366,41,3,2025-06-25,1,57.21
2367,290,36,2025-07-06,2,83.95
2368,185,27,2025-07-24,2,87.42
2369,552,6,2024-05-16,1,32.41
2370,256,7,2024-05-22,2,156.2
2371,689,29,2024-01-02,2,76.69
2372,244,4,2024-08-18,1,54.13
2373,11,47,2024-08-30,2,87.58
2374,773,50,2024-06-05,3,79.53
2375,387,35,2024-06-01,1,40.57
2376,161,55,2025-06-24,1,33.94
2377,778,48,2025-08-12,1,26.34
2378,408,31,2024-10-11,3,87.88
2379,5,54,2024-08-25,1,26.07
2380,697,21,2024-11-07,1,52.77
2381,573,47,2025-05-13,1,46.16
2382,36,24,2025-03-22,2,57.22
2383,130,44,2025-04-06,1,29.73
2384,133,37,2025-09-05,1,34.11
2385,677,34,2024-12-05,1,29.2
2386,667,1,2025-05-16,1,47.21
2387,566,55,2025-07-17,2,73.73
2388,153,1,2024-12-11,1,50.79
2389,490,46,2025-02-11,1,34.19
2390,382,37,2024-01-29,3,101.95
2391,665,32,2024-02-16,2,117.29
2392,127,31,2024-03-19,1,31.1
2393,91,37,2025-02-13,1,33.93
2394,330,15,2024-09-24,1,23.14
2395,671,29,2024-03-21,1,38.81
2396,456,59,2025-07-05,2,82.11
2397,573,60,2025-03-31,2,41.72
2398,594,20,2025-06-27,3,115.58
2399,618,35,2024-12-21,3,120.41
2400,499,55,2024-08-10,1,38.78
2401,442,5,2025-02-27,1,35.31
2402,127,33,2024-12-19,2,57.49
2403,730,9,2025-07-09,2,58.44
2404,433,59,2024-08-01,2,78.11
2405,245,15,2024-09-03,1,22.65
2406,228,22,2024-01-24,3,102.42
2407,411,18,2024-10-20,1,34.27
2408,58,1,2025-06-24,2,106.5
2409,429,20,2025-07-28,2,81.98
2410,399,39,2024-11-03,2,94.6
2411,779,48,2025-08-10,2,47.0
2412,706,41,2024-06-22,2,149.79
2413,483,30,2025-04-20,1,35.52
2414,293,26,2024-02-11,6,136.06
2415,100,30,2024-11-26,1,38.78
2416,191,41,2025-06-03,2,152.18
2417,29,55,2025-05-15,1,36.74
2418,180,15,2024-10-04,1,21.56
2419,379,48,2025-09-08,1,23.18
2420,114,22,2024-01-07,1,31.51
2421,596,23,2024-12-23,1,24.86
2422,397,39,2024-04-25,2,80.94
2423,347,22,2024-12-03,1,31.23
2424,313,10,2024-06-29,1,27.89
2425,24,38,2024-03-05,1,23.9
2426,473,35,2024-11-17,1,37.66
2427,226,60,2025-05-28,1,20.04
2428,107,1,2025-01-17,1,50.75
2429,221,27,2025-07-01,1,48.15
2430,265,22,2024-09-16,2,73.61
2431,548,2,2024-03-17,3,197.1
2432,547,17,2025-07-28,1,46.8
2433,657,24,2024-03-15,2,61.09
2434,592,36,2025-01-26,2,93.21
2435,590,17,2024-01-19,3,147.46
2436,355,27,2024-01-26,1,46.63
2437,303,17,2024-01-17,3,157.43
2438,377,4,2025-08-18,1,57.81
2439,61,16,2025-07-19,2,73.74
2440,726,34,2025-04-14,2,57.94
2441,98,39,2024-12-12,2,79.48
2442,74,35,2024-09-17,1,41.19
2443,357,7,2024-05-27,2,168.33
2444,80,48,2025-04-14,1,24.95
2445,461,51,2024-08-29,1,52.36
2446,183,60,2025-06-29,1,19.37
2447,282,60,2025-06-14,1,19.55
2448,349,53,2025-04-30,1,44.58
2449,686,50,2024-09-13,1,26.4
2450,419,40,2025-07-26,1,38.74
2451,588,55,2024-07-22,2,72.02
2452,87,55,2024-01-26,2,69.04
2453,556,35,2025-08-11,1,36.33
2454,59,10,2025-03-25,1,26.7
2455,352,12,2025-02-22,1,42.87
2456,422,55,2025-08-28,1,36.7
2457,304,28,2024-07-16,2,57.61
2458,3,44,2024-04-04,3,80.77
2459,731,35,2024-05-15,2,72.89
2460,132,17,2025-03-29,1,44.75
2461,607,56,2024-06-27,1,27.46
2462,732,1,2024-01-28,1,45.26
2463,614,55,2025-01-08,1,36.6
2464,328,2,2024-03-02,1,76.43
2465,442,17,2024-08-30,3,143.46
2466,248,38,2024-04-18,2,47.31
2467,462,14,2024-03-17,1,33.96
2468,655,45,2024-08-23,1,24.43
2469,111,15,2024-08-16,2,40.37
2470,102,29,2025-08-21,2,81.57
2471,116,21,2025-03-21,1,58.65
2472,324,31,2024-06-15,1,30.86
2473,412,31,2024-06-10,1,34.42
2474,332,25,2025-04-03,1,32.21
2475,189,35,2024-04-13,2,77.6
2476,696,41,2024-04-09,2,147.16
2477,464,36,2025-05-20,2,89.68
2478,108,5,2024-09-03,1,41.59
2479,686,51,2025-01-14,1,50.89
2480,132,6,2025-02-26,1,29.91
2481,484,31,2025-01-21,2,68.2
2482,703,9,2025-03-09,1,26.76
2483,509,12,2025-04-19,2,78.76
2484,295,36,2024-04-07,1,41.49
2485,615,58,2025-07-24,1,36.65
2486,164,22,2025-01-16,1,36.2
2487,229,39,2024-08-30,1,43.85
2488,254,29,2025-02-04,1,44.35
2489,516,32,2025-03-23,1,56.55
2490,552,42,2024-05-26,2,64.96
2491,209,15,2024-12-19,1,22.54
2492,340,5,2024-03-13,1,42.63
2493,314,8,2025-05-02,1,29.73
2494,185,48,2025-04-18,4,92.38
2495,646,60,2025-04-24,1,17.89
2496,2,26,2024-03-14,1,19.07
2497,594,3,2025-06-17,1,65.5
2498,443,13,2024-01-28,1,51.5
2499,539,41,2024-05-09,1,77.65
2500,208,49,2024-12-18,2,56.69
2501,424,21,2024-08-02,4,214.42
2502,367,42,2024-07-16,3,99.66
2503,555,60,2024-09-26,1,17.92
2504,207,50,2024-01-05,2,50.24
2505,256,21,2025-05-27,1,61.08
2506,60,3,2024-11-02,1,64.93
2507,15,40,2024-04-21,1,39.96
2508,26,50,2025-02-03,1,24.85
2509,537,54,2025-03-07,1,24.53
2510,765,29,2024-12-30,3,122.18
2511,17,59,2025-04-07,1,44.71
2512,145,38,2024-02-06,1,26.48
2513,162,54,2025-04-20,1,27.98
2514,321,37,2024-09-30,1,31.75
2515,785,59,2025-06-28,1,37.52
2516,480,2,2024-10-21,2,132.6
2517,349,58,2024-12-23,2,73.2
2518,19,5,2024-03-15,2,77.3
2519,453,53,2024-01-05,1,44.49
2520,537,27,2024-04-24,1,43.67
2521,744,31,2024-04-03,2,63.04
2522,124,18,2024-01-14,2,65.43
2523,399,6,2025-06-28,1,30.68
2524,645,34,2024-08-28,2,57.29
2525,406,55,2024-08-14,1,32.36
2526,124,44,2024-11-28,3,83.59
2527,623,1,2025-06-15,1,45.16
2528,425,45,2025-08-04,1,22.78
2529,595,11,2025-06-26,3,108.84
2530,794,41,2024-01-09,2,145.61
2531,85,12,2024-08-26,4,164.49
2532,232,12,2024-11-28,1,36.25
2533,350,26,2024-03-02,1,19.2
2534,355,28,2024-05-11,2,57.6
2535,513,53,2025-05-23,1,39.74
2536,204,45,2024-11-07,2,40.94
2537,533,1,2024-07-26,3,147.32
2538,345,27,2024-07-29,1,41.88
2539,763,29,2024-08-25,1,43.92
2540,317,3,2024-12-12,1,65.8
2541,755,25,2025-08-10,1,30.14
2542,236,27,2025-08-03,1,43.45
2543,395,5,2024-04-03,1,36.33
2544,100,7,2024-11-14,1,73.83
2545,555,8,2025-05-12,1,30.58
2546,50,56,2024-03-30,4,106.51
2547,749,45,2024-02-02,1,22.09
2548,211,3,2024-05-08,3,193.6
2549,635,34,2024-08-20,1,30.2
2550,636,37,2025-03-06,2,74.69
2551,405,16,2024-10-02,2,83.99
2552,354,10,2024-12-13,1,26.62
2553,648,30,2024-06-25,5,195.54
2554,460,17,2025-06-05,1,43.37
2555,478,4,2024-11-05,1,57.69
2556,224,35,2024-08-20,1,37.87
2557,494,20,2025-08-14,1,41.36
2558,681,41,2025-08-16,1,66.73
2559,600,51,2025-07-19,1,50.45
2560,376,42,2024-01-01,1,33.03
2561,752,35,2024-05-09,2,75.35
2562,76,8,2024-08-15,2,56.7
2563,753,43,2024-05-14,2,74.89
2564,21,11,2025-05-21,1,40.58
2565,165,1,2025-07-09,1,50.91
2566,266,24,2025-01-26,1,26.99
2567,211,31,2024-01-03,1,34.19
2568,267,44,2024-09-06,2,61.24
2569,333,9,2025-02-28,2,57.95
2570,270,24,2024-11-30,1,28.76
2571,332,10,2024-01-20,2,56.51
2572,518,54,2024-11-12,1,24.56
2573,756,39,2025-05-19,1,45.61
2574,679,1,2024-08-26,1,52.39
2575,83,58,2025-04-28,1,33.21
2576,469,43,2024-07-29,5,193.59
2577,496,58,2024-05-19,2,75.74
2578,126,33,2025-04-09,1,31.36
2579,575,8,2024-01-06,1,26.33
2580,328,12,2025-07-08,1,36.82
2581,690,13,2025-09-08,1,49.84
2582,636,52,2025-01-22,2,54.74
2583,544,5,2024-01-17,1,35.95
2584,201,54,2025-08-10,1,26.66
2585,305,5,2024-04-28,3,122.22
2586,176,29,2024-12-20,3,124.65
2587,119,13,2025-07-31,1,48.87
2588,391,18,2024-07-21,1,36.28
2589,267,26,2025-08-10,2,45.24
2590,119,44,2025-03-02,1,30.48
2591,240,17,2025-01-25,1,43.98
2592,421,7,2025-03-10,1,84.9
2593,543,12,2024-06-15,1,38.95
2594,140,56,2024-10-11,1,25.73
2595,154,41,2024-05-25,1,76.32
2596,538,50,2024-08-02,1,26.62
2597,506,35,2024-06-22,1,35.59
2598,212,16,2024-07-08,1,39.15
2599,151,26,2024-03-19,1,22.89
2600,481,23,2024-11-22,1,21.67
2601,672,43,2024-03-30,1,36.61
2602,225,5,2025-08-28,2,75.12
2603,543,2,2024-01-28,2,144.61
2604,691,7,2025-08-11,1,74.95
2605,580,39,2024-03-23,1,44.81
2606,108,50,2025-01-13,1,22.99
2607,247,60,2025-08-26,1,21.47
2608,432,34,2024-12-14,1,26.8
2609,384,47,2025-02-09,2,96.48
2610,579,28,2025-07-27,1,25.43
2611,554,54,2024-06-15,1,28.7
2612,789,44,2025-07-05,2,62.63
2613,735,52,2024-02-15,1,28.97
2614,307,49,2024-07-28,1,25.61
2615,222,11,2025-08-05,3,101.57
2616,408,29,2024-08-24,2,87.42
2617,442,51,2025-04-25,2,108.02
2618,227,48,2024-03-14,1,24.0
2619,502,51,2025-03-13,1,51.4
2620,423,46,2024-10-01,2,74.68
2621,743,20,2025-03-23,1,40.56
2622,756,17,2025-05-22,1,50.5
2623,713,3,2025-04-02,1,54.67
2624,510,23,2025-05-27,1,23.59
2625,27,42,2025-04-26,1,32.32
2626,168,35,2024-11-11,1,36.99
2627,306,7,2025-05-16,1,73.33
2628,496,5,2024-03-13,1,42.51
2629,176,29,2025-03-30,1,36.81
2630,357,31,2025-05-27,1,31.91
2631,284,34,2024-12-12,2,51.2
2632,398,40,2024-05-16,1,43.94
2633,470,2,2025-07-26,1,69.4
2634,89,24,2024-10-15,2,55.79
2635,154,23,2024-11-23,1,21.0
2636,329,48,2025-02-26,1,25.93
2637,506,39,2024-01-06,2,80.14
2638,153,9,2024-07-30,1,26.91
2639,378,15,2025-02-13,1,20.88
2640,339,25,2024-05-13,1,30.14
2641,578,29,2025-08-21,1,42.94
2642,590,34,2024-02-11,1,29.27
2643,658,38,2025-08-31,1,24.57
2644,242,22,2024-02-06,1,36.92
2645,738,10,2025-07-01,2,55.7
2646,597,37,2024-03-09,2,71.95
2647,763,20,2025-01-17,1,37.75
2648,427,42,2025-05-16,1,35.1
2649,291,25,2025-05-31,1,34.05
2650,378,13,2024-10-09,1,49.78
2651,529,58,2024-08-26,1,32.89
2652,228,32,2024-10-04,1,65.47
2653,183,32,2025-07-14,2,119.38
2654,119,14,2025-04-25,1,30.43
2655,77,27,2025-06-01,1,42.1
2656,707,46,2024-09-18,1,32.49
2657,73,8,2024-04-12,1,28.0
2658,366,32,2024-08-17,2,125.88
2659,483,6,2025-05-04,1,30.65
2660,378,17,2024-06-03,1,51.76
2661,509,9,2024-02-21,1,30.29
2662,168,45,2024-07-25,1,21.42
2663,588,32,2025-09-08,1,61.01
2664,155,15,2025-05-06,3,61.63
2665,273,30,2024-01-07,1,37.71
2666,111,26,2024-09-26,1,22.86
2667,740,59,2024-08-28,2,86.4
2668,522,55,2024-10-18,4,139.56
2669,109,19,2025-08-31,1,35.47
2670,52,17,2024-06-17,1,43.94
2671,246,42,2024-05-20,4,128.07
2672,631,33,2025-08-19,2,54.57
2673,472,9,2025-04-26,4,107.43
2674,10,10,2024-08-02,1,26.59
2675,736,51,2025-07-04,1,53.33
2676,353,20,2024-10-19,1,39.21
2677,53,60,2024-11-21,1,19.86
2678,475,5,2024-08-23,2,82.57
2679,398,17,2025-04-05,3,139.97
2680,160,17,2024-04-26,3,149.67
2681,142,16,2025-06-02,1,38.96
2682,222,57,2025-04-06,2,39.37
2683,172,7,2024-11-17,1,80.66
2684,468,21,2025-06-14,2,123.35
2685,388,51,2024-07-04,1,56.64
2686,191,10,2024-10-13,2,49.0
2687,413,1,2025-05-09,1,49.04
2688,98,5,2024-03-26,2,72.04
2689,434,60,2024-06-13,1,19.43
2690,229,48,2024-04-17,1,23.75
2691,234,16,2024-02-18,3,110.78
2692,332,6,2024-03-18,1,35.24
2693,791,25,2025-06-17,2,59.12
2694,364,7,2024-02-05,3,252.33
2695,529,9,2025-07-06,1,28.33
2696,521,7,2025-04-30,1,76.19
2697,594,48,2025-04-01,3,71.01
2698,336,6,2024-12-01,1,31.76
2699,708,6,2024-05-03,3,94.7
2700,410,7,2024-12-11,2,156.72
2701,54,16,2024-09-26,2,83.98
2702,610,41,2025-07-23,2,156.09
2703,49,22,2024-12-27,1,31.64
2704,128,41,2025-04-29,1,69.74
2705,250,39,2025-05-15,2,90.61
2706,122,14,2024-08-09,2,68.54
2707,709,9,2024-01-05,1,29.96
2708,626,9,2024-01-11,1,27.54
2709,11,5,2024-06-28,1,40.16
2710,269,37,2024-09-27,1,31.27
2711,215,56,2024-04-24,1,30.85
2712,97,51,2024-12-10,1,55.35
2713,245,36,2025-09-15,1,42.5
2714,7,12,2025-09-13,3,128.99
2715,201,40,2025-03-07,5,212.88
2716,790,33,2025-06-13,1,30.56
2717,38,8,2024-04-13,2,52.4
2718,228,12,2024-02-20,1,37.5
2719,82,48,2024-04-19,1,23.19
2720,296,17,2025-01-22,1,45.78
2721,560,26,2024-12-31,2,44.4
2722,488,3,2025-08-17,1,65.35
2723,245,5,2025-08-02,3,107.08
2724,463,55,2024-02-29,1,38.12
2725,378,44,2025-03-20,3,92.68
2726,475,37,2025-01-25,4,129.66
2727,617,41,2025-03-09,1,71.14
2728,186,4,2025-08-19,2,110.28
2729,330,38,2025-04-29,1,24.04
2730,13,46,2024-06-02,2,63.92
2731,21,56,2025-06-03,4,116.77
2732,268,21,2025-06-30,1,58.34
2733,614,32,2025-04-23,2,126.96
2734,645,6,2024-10-22,3,105.43
2735,118,17,2024-05-13,1,47.09
2736,523,2,2025-06-29,1,68.27
2737,229,25,2025-05-26,1,30.58
2738,246,23,2024-12-03,1,23.9
2739,260,9,2024-11-04,3,92.88
2740,696,24,2024-09-10,1,28.26
2741,317,5,2025-08-23,1,41.77
2742,647,40,2024-01-26,1,40.72
2743,27,55,2024-11-03,1,36.22
2744,346,40,2025-03-28,4,161.54
2745,270,44,2024-11-01,1,27.25
2746,165,25,2025-01-08,2,60.74
2747,236,51,2024-04-01,4,228.0
2748,698,30,2025-08-22,1,37.06
2749,106,8,2024-08-10,1,25.81
2750,529,17,2024-02-02,1,44.62
2751,310,41,2025-08-09,1,74.99
2752,501,60,2025-05-11,4,77.97
2753,568,45,2025-03-07,1,22.68
2754,481,2,2025-06-13,1,64.3
2755,361,19,2024-02-02,1,36.22
2756,476,4,2025-05-14,1,60.96
2757,403,1,2024-11-25,1,53.69
2758,363,13,2024-03-29,1,49.31
2759,639,2,2025-06-05,2,148.75
2760,561,31,2025-01-01,1,30.57
2761,256,49,2024-06-13,1,29.71
2762,90,26,2024-02-01,3,60.39
2763,383,45,2025-01-25,1,20.92
2764,612,7,2025-05-27,1,80.32
2765,45,3,2025-01-27,1,59.82
2766,463,34,2024-01-19,1,29.85
2767,617,10,2024-02-15,1,27.73
2768,354,8,2024-04-01,1,26.61
2769,559,50,2024-06-17,1,23.46
2770,198,46,2024-03-30,2,76.24
2771,276,30,2025-02-25,1,35.37
2772,350,44,2024-05-27,1,26.9
2773,187,56,2025-08-17,1,30.39
2774,722,23,2024-01-08,1,24.91
2775,122,5,2025-07-24,1,35.96
2776,795,40,2025-03-27,4,163.24
2777,108,39,2025-08-12,1,44.87
2778,336,12,2024-12-05,1,43.34
2779,153,58,2025-04-19,1,36.22
2780,728,3,2024-08-09,1,55.17
2781,146,50,2024-04-17,1,22.04
2782,78,51,2025-08-18,1,57.07
2783,556,25,2025-01-03,2,70.6
2784,504,6,2024-11-24,1,30.47
2785,721,59,2024-06-26,1,37.42
2786,553,47,2024-05-26,3,139.94
2787,505,35,2024-11-30,1,35.26
2788,262,43,2024-11-02,1,39.35
2789,727,15,2025-04-16,1,22.9
2790,578,18,2025-03-06,1,32.61
2791,315,46,2025-07-06,1,38.67
2792,234,11,2024-06-10,1,35.62
2793,304,31,2025-01-07,1,28.29
2794,674,25,2024-03-09,2,65.08
2795,781,18,2025-05-04,1,36.21
2796,61,18,2024-11-08,2,65.93
2797,109,6,2024-04-07,2,64.1
2798,498,10,2024-11-24,2,49.91
2799,50,46,2025-03-14,1,32.11
2800,494,52,2024-07-31,2,57.17
2801,535,38,2024-07-06,1,24.45
2802,76,45,2025-04-27,2,43.44
2803,132,43,2024-11-13,1,38.42
2804,300,55,2024-04-27,1,36.22
2805,582,53,2025-06-07,1,39.86
2806,728,30,2025-05-19,2,70.49
2807,132,25,2025-07-19,1,30.48
2808,672,2,2024-12-25,1,75.57
2809,392,3,2024-09-19,3,174.87
2810,522,59,2024-03-14,1,37.2
2811,670,24,2024-06-11,1,29.82
2812,501,55,2024-09-04,3,109.9
2813,290,29,2024-04-26,1,37.6
2814,667,11,2025-09-11,1,40.22
2815,760,42,2024-09-30,1,32.01
2816,302,54,2025-07-09,2,55.11
2817,776,55,2024-08-16,1,37.05
2818,261,1,2025-02-24,1,46.52
2819,379,24,2025-07-22,1,29.14
2820,79,49,2025-08-08,1,28.29
2821,703,18,2025-05-16,1,35.79
2822,446,35,2025-06-06,1,41.14
2823,461,5,2024-02-24,1,39.37
2824,367,5,2024-05-29,1,42.14
2825,548,4,2025-05-24,1,51.35
2826,687,17,2024-08-16,1,43.55
2827,687,4,2024-12-15,2,114.85
2828,24,60,2024-12-13,1,20.66
2829,284,39,2025-06-10,3,127.25
2830,208,7,2024-04-11,1,86.68
2831,368,19,2024-03-17,1,30.21
2832,554,33,2024-05-05,1,29.98
2833,475,49,2024-09-05,1,29.26
2834,373,18,2024-02-23,1,31.69
2835,738,55,2025-09-07,1,33.56
2836,251,5,2024-08-06,1,36.37
2837,399,28,2024-11-13,2,50.65
2838,624,24,2025-06-23,1,26.75
2839,374,58,2025-07-12,1,36.07
2840,335,14,2024-01-09,1,35.15
2841,798,36,2025-08-18,3,142.76
2842,77,32,2024-03-18,1,65.52
2843,193,58,2025-01-07,1,36.02
2844,513,31,2024-01-15,1,34.3
2845,200,37,2024-07-31,1,31.32
2846,64,21,2025-07-28,2,103.42
2847,527,48,2025-06-14,1,23.83
2848,162,9,2025-01-13,1,27.79
2849,139,23,2024-07-11,1,21.98
2850,561,30,2025-07-25,1,39.29
2851,183,56,2024-12-12,1,27.82
2852,71,21,2025-05-07,1,56.86
2853,761,51,2024-07-23,1,56.37
2854,298,31,2025-07-05,1,30.96
2855,61,4,2024-03-04,1,59.87
2856,475,21,2024-03-20,2,117.11
2857,593,12,2025-01-02,1,39.26
2858,398,24,2024-03-11,1,28.61
2859,546,14,2025-03-26,1,33.47
2860,561,30,2025-07-20,1,39.85
2861,284,42,2025-06-22,1,31.66
2862,708,31,2024-05-24,1,34.43
2863,211,10,2025-06-26,2,51.33
2864,519,6,2025-02-19,1,35.62
2865,443,3,2024-03-01,1,57.41
2866,418,60,2024-05-20,2,35.94
2867,722,3,2025-07-17,1,62.68
2868,150,55,2024-09-23,1,36.14
2869,515,27,2024-04-21,1,48.37
2870,774,30,2025-03-21,4,160.66
2871,730,27,2024-11-30,3,134.88
2872,413,52,2025-06-17,1,30.93
2873,288,4,2025-06-09,1,53.03
2874,195,46,2024-05-15,1,32.84
2875,800,36,2024-12-25,1,42.95
2876,199,47,2024-12-21,1,47.85
